Doing classification
--------------------
data:		digits
classifier:		GDA
training set size:	2000
Extracting features...
Training...
[-47.351704605482283, -41.144840911032738, -43.757749573913351, -36.209474564807522, -38.238174272637032, -39.175060259833018, -52.229337185718578, -21.139545903438197, -44.246916445141856, -31.482234491504734]
[-35.489258380302857, -28.174780569334807, -26.448013966260401, -29.75783007320511, -40.736811142994057, -28.499887129983883, -27.696901450995277, -46.373787394343566, -31.057645053949976, -41.378578709741987]
[-36.992431877130556, -19.527033999760047, -28.164042537165528, -31.043117611107217, -31.627664969051096, -27.712631803834675, -32.266494707578559, -32.096399178918162, -31.863515971991042, -29.726006037463012]
[-23.878676334684986, -44.102738171017251, -38.464704557283049, -37.252597631820279, -41.995759411324634, -32.423402419043349, -34.822636746223992, -35.500836589097929, -40.472424902239815, -36.891675507564344]
[-42.523143959966617, -37.08811808121186, -31.804431596156434, -38.580305141781608, -24.756796305329228, -33.268069067216409, -34.084232702488372, -32.51991429585653, -33.938194424953274, -28.56858371908665]
[-38.859029824019913, -19.372536620975751, -28.724982315006379, -30.388702622454073, -31.647837061207909, -28.29386052247925, -35.097080445197754, -30.517726596460921, -30.292123352363276, -28.149750136204769]
[-54.038058522923663, -39.616348059677996, -41.434838835844126, -33.307216215166619, -28.35087825454238, -35.105160629221672, -48.206872930296804, -34.570294780482399, -37.117982231578985, -31.578389139268765]
[-40.941274138978429, -28.81094858484272, -32.58759782016768, -32.573487588781781, -21.56804320978706, -26.04502402497501, -27.278568210927784, -32.392178915568827, -29.418764122235658, -22.931881477862831]
[-33.454009732116816, -32.808146512254964, -27.700011655531121, -39.491625648760433, -33.806149894393968, -32.715466321842065, -32.148430644070153, -41.922712931573159, -31.702893653132449, -33.702646617419028]
[-41.312347745943114, -38.093288865648745, -42.020448171725178, -38.198852723453314, -28.326143565598301, -33.454246068367475, -41.198445221620112, -24.266866168565869, -35.700073527749083, -23.715310354885109]
[-25.076267520239735, -43.167503114576739, -38.363653461685203, -37.770067883594365, -46.292694623093645, -34.180244684399725, -45.996060475883972, -50.755553685435316, -40.604450476345484, -48.219970379515196]
[-36.479057318453883, -35.604754168528942, -32.040814349854919, -37.553978336299309, -32.926684633513254, -32.895277400647672, -35.038722917782891, -44.920577109418986, -35.010690287312862, -38.359619349003943]
[-39.933583372766762, -34.264255010163865, -36.631596528429746, -35.273817833446685, -23.310901074567163, -29.780326029563223, -35.141537783769152, -25.371933477907834, -31.88212489862029, -19.971227299260438]
[-24.877349273624496, -43.677820512917457, -42.925189354201414, -42.724089459454987, -42.618446081038989, -34.554554396845958, -41.772949440172162, -42.021266460814616, -41.064175194817231, -38.383025554078671]
[-37.789550724844659, -21.733710575546645, -28.605786690351781, -28.84854570223548, -33.4814316401106, -26.835938323402171, -32.011606867498053, -33.434177522554286, -30.525473164998587, -31.249929761048012]
[-32.133260226797489, -33.069608203782352, -35.950338384342764, -28.361997866709952, -34.736995371170629, -26.602951478022103, -36.600868757735775, -37.47050766554279, -34.197756165530414, -35.494516054644478]
[-40.079712913597078, -35.424549260829217, -30.820392128742732, -36.015975717494413, -24.940344104069347, -33.273603931995538, -35.147091424532462, -27.080454122039061, -33.391098755171299, -23.762794301452221]
[-44.88993127373071, -43.96418442088401, -44.271071055302663, -36.263918757317256, -41.249079353975702, -39.63787913754021, -51.268157306549035, -23.286265495401164, -46.958109481403767, -33.8789870763392]
[-42.182954312914219, -34.996873011026395, -35.292250058230415, -33.686086473107238, -34.360154437591326, -31.492098821569236, -32.878180129472277, -40.187097723489131, -35.281063178249603, -35.516713553241196]
[-44.01433366382571, -36.304343304729684, -37.889937397614368, -35.80834909812711, -22.459181798051265, -31.827806407174378, -37.105623331519972, -33.209939290463566, -36.922005931087476, -24.370245655311614]
[-41.309227863715734, -34.502027685778067, -42.526801781286757, -32.139942779375318, -31.083706777735962, -30.294307241548111, -42.994699466163674, -25.260858705506504, -33.947990611147837, -24.508967605399942]
[-43.751201808912526, -37.945301940936204, -33.983985932816054, -37.904716833333808, -30.706519561912778, -31.423310229837405, -23.290348291349968, -45.785964893211926, -34.383114906581689, -34.581639304983334]
[-38.247145418750662, -30.037332158414543, -26.859257460756243, -34.511092460754199, -24.032142020164276, -30.667401496153225, -29.307133760208874, -32.984132188527113, -32.900931951394234, -28.299340659677146]
[-33.880807874864445, -29.505527128530041, -32.401092771619354, -29.04646063506441, -30.676693781791275, -23.384659796230974, -30.719871809690421, -38.776259044871431, -25.487669245945291, -29.133163282431983]
[-39.362308555718812, -30.287172395250344, -31.078996833326709, -32.934506402105967, -21.42087141943669, -29.500941601636697, -32.591364399170828, -27.627257467105501, -33.880390347228861, -22.607763566003282]
[-23.175784902342468, -48.98892421376803, -39.183355004391579, -44.781030430855026, -49.909947557655173, -37.56113779981645, -43.236929420567655, -49.660831075702347, -41.19637613931588, -48.554784656829618]
[-44.054961638522457, -41.360944875458863, -45.457796288570002, -40.150985713203113, -36.711318555004446, -36.839321653074478, -46.463756836401096, -26.017969410000738, -45.313129164943355, -32.238466367971192]
